ID,性别,专业,学历,毕业去向,就业行业,岗位类型,工作城市,城市等级,期望薪资,实际薪资,期望薪资达成率,是否有实习经历,专业-行业匹配度,学历-岗位匹配度,满意度评分,岗位ID
28815,男,生物学,博士,自由职业,科研,独立咨询顾问,广州,一线,8823,13800,1.564,是,高,高,5,JOB989A906E57
28816,男,生物学,硕士,创业,医疗,工作室负责人,北京,一线,14613,23400,1.601,是,中,高,5,JOB742A89EC25
28817,女,历史学,博士,创业,互联网,工作室负责人,重庆,新一线,9773,10700,1.095,否,低,中,3,JOBCF7EBFBE3D
28818,男,土木工程,本科,创业,房地产,项目负责人,武汉,新一线,18472,17500,0.947,否,中,中,3,JOB1CDDFD77DE
28819,女,文学,博士,创业,房地产,创业者,广州,一线,5804,7600,1.309,是,低,中,4,JOBFD9FC34F53
28820,男,哲学,博士,公务员,政府机关,公共事务助理,武汉,新一线,12596,15400,1.223,是,中,中,4,JOB94A9C8BA64
28821,男,生物学,本科,创业,医疗,联合创始人,成都,新一线,14270,14300,1.002,否,中,中,4,JOBD54F6121CD
28822,男,化学,硕士,公务员,政府,行政执法辅助岗,武汉,新一线,4971,4400,0.885,否,低,中,2,JOB3A9A4842B1
28823,男,文学,本科,公务员,政府机关,行政专员,重庆,新一线,10888,8600,0.79,是,低,中,2,JOB75FD0A52BE
28824,男,化学,硕士,自由职业,教育,自由职业者,成都,新一线,11216,10300,0.918,是,低,中,3,JOBA2ECC39D51
28825,女,物理学,博士,自由职业,教育,自由职业者,上海,一线,8105,11200,1.382,是,中,高,5,JOBB003B0BA15
28826,男,历史学,硕士,就业,文化传媒,文案策划,深圳,一线,15033,20200,1.344,是,中,中,4,JOB43240999B2
28827,女,文学,博士,创业,房地产,创业者,成都,新一线,6472,6800,1.051,否,低,中,3,JOB82346DCB76
28828,女,哲学,硕士,公务员,政府机关,行政执法辅助岗,重庆,新一线,4287,4300,1.003,否,中,中,3,JOB86EE6051B3
28829,男,化学,博士,自由职业,文化传媒,项目制顾问,深圳,一线,3851,4200,1.091,否,低,中,3,JOB6C1AA1FEEB
28830,男,哲学,本科,就业,教育,课程顾问,北京,一线,10262,12600,1.228,是,高,中,4,JOB48CF77C666
28831,男,土木工程,硕士,创业,房地产,联合创始人,杭州,新一线,15013,18700,1.246,是,中,中,4,JOB215A15BE3A
28832,女,历史学,博士,创业,教育,项目负责人,杭州,新一线,18985,26700,1.406,是,高,高,5,JOB550B7FF3A3
28833,女,金融学,本科,就业,政府,行政专员,武汉,新一线,10583,8300,0.784,否,低,中,2,JOB42257A4C4E
28834,女,生物学,硕士,出国,科研,海外研究生,南京,新一线,4563,3600,0.789,否,高,高,4,JOBF3D76E089A
28835,女,金融学,本科,公务员,政府机关,公务员,南京,新一线,17251,15100,0.875,否,低,中,2,JOB4DCB780BC9
28836,男,土木工程,硕士,公务员,政府,公务员,武汉,新一线,10647,10500,0.986,否,低,中,3,JOB079DB94C1A
28837,女,临床医学,本科,自由职业,教育,自由职业者,成都,新一线,10744,8500,0.791,否,中,中,3,JOBA2ECC39D51
28838,女,历史学,本科,公务员,政府机关,基层治理专员,南京,新一线,11157,10100,0.905,否,中,中,3,JOB8EBBC76116
28839,女,化学,硕士,就业,教育,教师,杭州,新一线,4127,4700,1.139,是,低,中,3,JOB68D966E5C8
28840,女,临床医学,硕士,出国,科研,海外研究助理,成都,新一线,17773,15200,0.855,是,中,高,4,JOBE5DB21FD57
28841,女,金融学,博士,公务员,政府,公务员,广州,一线,8534,11500,1.348,否,低,中,3,JOBD54F9905FF
28842,男,土木工程,博士,出国,科研,海外项目助理,深圳,一线,19405,22100,1.139,是,低,高,3,JOB661CACED45
28843,女,历史学,博士,出国,科研,海外项目助理,广州,一线,12490,11100,0.889,否,低,高,2,JOB5A39D1B663
28844,女,哲学,本科,创业,政府机关,创业者,重庆,新一线,10804,9700,0.898,是,中,中,3,JOB24A1515699
28845,男,临床医学,博士,出国,教育,海外研究助理,北京,一线,14168,14900,1.052,否,中,高,3,JOBF89CB17BCA
28846,男,金融学,本科,就业,金融,投资顾问,上海,一线,17013,26900,1.581,否,高,中,4,JOB4AE68E8ECC
28847,女,文学,硕士,自由职业,互联网,自由撰稿人,成都,新一线,7165,7800,1.089,否,中,高,4,JOBC46EB6A81F
28848,女,土木工程,硕士,出国,建筑,海外研究助理,重庆,新一线,9047,8500,0.94,否,高,高,4,JOBDA1D852EF4
28849,女,金融学,博士,出国,金融,海外研究生,南京,新一线,11948,16300,1.364,是,高,高,5,JOB0B4194BEDA
28850,男,化学,硕士,创业,互联网,联合创始人,武汉,新一线,5415,6700,1.237,是,低,高,5,JOBB277493EFC
28851,女,哲学,硕士,自由职业,教育,独立编辑,北京,一线,10486,12200,1.163,否,高,中,4,JOB24B82DA3AB
28852,男,物理学,本科,就业,制造业,工艺工程师,上海,一线,10569,13100,1.239,是,中,中,4,JOBA7606A0F7B
28853,男,计算机,博士,自由职业,教育,网站开发者,深圳,一线,10138,12100,1.194,是,低,高,4,JOB1FD52F4D7E
28854,女,历史学,硕士,创业,教育,产品创业者,上海,一线,7754,10100,1.303,是,高,中,4,JOB0BA98B6BB6
28855,男,哲学,本科,创业,政府机关,产品创业者,重庆,新一线,15629,11500,0.736,否,中,中,2,JOBC6393EAE2D
28856,女,历史学,本科,出国,教育,海外研究生,重庆,新一线,5179,3200,0.618,否,高,中,3,JOB9D3739835E
28857,女,土木工程,博士,创业,互联网,工作室负责人,武汉,新一线,7429,9800,1.319,否,低,中,3,JOB90B3149C48
28858,女,土木工程,硕士,出国,科研,海外研究助理,北京,一线,11628,11900,1.023,否,低,高,3,JOB846F1F3291
28859,女,历史学,本科,出国,教育,海外项目助理,深圳,一线,4169,3500,0.84,是,高,中,4,JOB84D7FD5B17
28860,男,临床医学,硕士,出国,教育,海外研究生,武汉,新一线,19354,13000,0.672,是,中,高,3,JOB35138F5406
28861,男,计算机,硕士,创业,互联网,项目负责人,杭州,新一线,6422,10500,1.635,否,高,高,5,JOB36B7E28B9C
28862,女,物理学,硕士,创业,制造业,产品创业者,南京,新一线,4681,5100,1.09,是,中,中,4,JOB24B3945FC8
28863,女,化学,硕士,公务员,政府机关,政策研究员,广州,一线,17755,20400,1.149,是,低,中,3,JOB78269178D9
28864,女,土木工程,博士,就业,房地产,资产管理助理,重庆,新一线,12072,14000,1.16,否,中,中,4,JOB378A6C94B9
28865,男,金融学,硕士,出国,金融,海外项目助理,北京,一线,14714,19600,1.332,否,高,高,4,JOB4ABDCAB3F2
28866,男,文学,硕士,自由职业,互联网,独立编辑,西安,新一线,8345,10000,1.198,否,中,高,4,JOB7606374F4A
28867,男,临床医学,博士,就业,政府,行政专员,西安,新一线,17432,18100,1.038,是,低,中,4,JOB045CC162CF
28868,男,物理学,硕士,创业,科研,工作室负责人,西安,新一线,6609,7300,1.105,是,高,高,5,JOBC812D178B0
28869,男,历史学,博士,自由职业,教育,课程创作者,西安,新一线,9777,10800,1.105,是,高,高,5,JOBBDE46D9462
28870,男,文学,本科,创业,房地产,工作室负责人,成都,新一线,16870,16900,1.002,是,低,中,4,JOBD9C176EFD9
28871,男,临床医学,本科,出国,教育,海外研究生,南京,新一线,19749,13900,0.704,是,中,中,3,JOB0BF52DDAB8
28872,男,化学,本科,出国,科研,海外项目助理,成都,新一线,9377,6900,0.736,否,高,中,3,JOB724FC0A844
28873,女,土木工程,硕士,创业,房地产,创业者,南京,新一线,5202,5400,1.038,否,中,中,4,JOB8CF3F583F0
28874,女,计算机,博士,就业,科研,研究员,上海,一线,10762,21100,1.961,是,中,高,4,JOBC9B8611229
28875,女,土木工程,本科,公务员,政府,政策研究员,北京,一线,11268,12100,1.074,否,低,低,3,JOBBEEB160ACB
28876,女,临床医学,硕士,就业,教育,研究助理,杭州,新一线,17116,21900,1.28,否,中,高,4,JOB719AB03B2F
28877,男,物理学,博士,创业,互联网,创业者,西安,新一线,14787,20600,1.393,是,低,中,4,JOB5E8A3A4278
28878,女,化学,本科,就业,医疗,医疗运营专员,成都,新一线,19228,22000,1.144,否,中,中,3,JOB8E1367E74F
28879,女,物理学,博士,自由职业,科研,项目制顾问,武汉,新一线,14901,19700,1.322,否,高,高,5,JOB9804AAA420
28880,女,历史学,硕士,公务员,政府机关,事业单位职员,杭州,新一线,10893,13900,1.276,否,中,中,4,JOBDF5E110FAD
28881,男,生物学,硕士,创业,医疗,工作室负责人,北京,一线,7894,12300,1.558,是,中,高,5,JOB742A89EC25
28882,女,文学,本科,出国,科研,海外研究生,深圳,一线,11887,8900,0.749,否,低,中,1,JOBCF5E7731E8
28883,男,历史学,硕士,自由职业,互联网,内容创作者,成都,新一线,4375,4900,1.12,否,低,高,3,JOBF231A113A8
28884,女,化学,博士,创业,科研,产品创业者,上海,一线,5262,8300,1.577,是,高,高,5,JOB2B590FD915
28885,男,物理学,博士,创业,制造业,创业者,西安,新一线,19625,22300,1.136,是,中,中,4,JOB17793889E7
28886,男,金融学,博士,创业,银行,工作室负责人,成都,新一线,5524,7700,1.394,否,中,中,4,JOB0D1357C5A9
28887,男,金融学,本科,就业,银行,数据风控分析师,成都,新一线,14770,15700,1.063,否,中,中,3,JOBE2550401CD
28888,女,计算机,硕士,出国,制造业,海外研发助理,深圳,一线,12736,10800,0.848,否,中,高,3,JOB952DD722C4
28889,男,物理学,博士,创业,制造业,创业者,杭州,新一线,13660,20600,1.508,是,中,中,4,JOBF5137EFAA2
28890,男,历史学,本科,出国,教育,海外项目助理,武汉,新一线,10452,7000,0.67,否,高,中,3,JOBBA2A58A18C
28891,女,土木工程,硕士,就业,房地产,策划专员,西安,新一线,3745,4100,1.095,否,中,中,3,JOB89A439F026
28892,男,临床医学,硕士,出国,科研,海外项目助理,重庆,新一线,14846,11000,0.741,否,中,高,3,JOB132CAF5040
28893,男,物理学,本科,创业,互联网,产品创业者,杭州,新一线,6363,6800,1.069,否,低,中,3,JOB5657B20179
28894,男,历史学,博士,自由职业,互联网,内容创作者,重庆,新一线,14647,18700,1.277,是,低,中,3,JOBE64823D4CD
28895,男,文学,硕士,自由职业,教育,独立编辑,杭州,新一线,4451,5400,1.213,否,高,中,5,JOBC63386C93A
28896,女,哲学,硕士,出国,科研,海外项目助理,成都,新一线,16179,11100,0.686,否,低,高,2,JOB724FC0A844
28897,女,物理学,本科,自由职业,教育,独立咨询顾问,西安,新一线,8078,6400,0.792,是,中,中,3,JOB82BA054AF2
28898,男,计算机,硕士,自由职业,互联网,网站开发者,重庆,新一线,17220,23300,1.353,否,高,高,5,JOBEACA78B61B
28899,女,土木工程,博士,创业,互联网,项目负责人,武汉,新一线,8502,11500,1.353,是,低,中,4,JOB4C4CAA2834
28900,男,金融学,硕士,出国,互联网,海外管培生,西安,新一线,17941,16800,0.936,否,中,高,4,JOBD05332FBF4
28901,女,生物学,硕士,出国,教育,海外研究生,武汉,新一线,13597,8800,0.647,否,中,高,3,JOB35138F5406
28902,男,文学,硕士,自由职业,教育,课程创作者,广州,一线,17898,17900,1,是,高,中,4,JOBB5BC45F7C2
28903,男,临床医学,博士,自由职业,教育,内容创作者,重庆,新一线,18466,20000,1.083,是,中,高,4,JOB8EF297CB57
28904,男,文学,博士,出国,科研,海外研究助理,上海,一线,3461,4000,1.156,否,低,高,3,JOBA517C9A7FA
28905,男,生物学,本科,公务员,政府机关,行政专员,深圳,一线,11217,11400,1.016,否,低,中,3,JOB93A342BDFC
28906,男,计算机,硕士,创业,文化传媒,创业者,重庆,新一线,13870,11000,0.793,否,低,中,2,JOBB4C3718796
28907,男,哲学,博士,出国,教育,海外研究助理,北京,一线,5984,6900,1.153,否,高,高,4,JOBF89CB17BCA
28908,女,生物学,本科,自由职业,文化传媒,自由职业者,杭州,新一线,10873,8900,0.819,是,低,中,2,JOB4668B528EB
28909,男,土木工程,硕士,自由职业,文化传媒,自由职业者,广州,一线,12939,13400,1.036,是,低,中,3,JOB8E4F7A0EE0
28910,男,计算机,本科,自由职业,教育,独立开发者,南京,新一线,15735,11700,0.744,是,低,中,2,JOB79C5806517
28911,男,文学,硕士,就业,教育,教务专员,深圳,一线,6123,7800,1.274,否,高,中,4,JOBE49945D703
28912,女,计算机,本科,公务员,政府机关,行政专员,北京,一线,17050,18400,1.079,是,低,中,3,JOB2F6672EA52
28913,女,生物学,博士,出国,科研,海外项目助理,武汉,新一线,19341,20000,1.034,是,高,高,5,JOBBAE1E3CA92
28914,女,金融学,博士,就业,政府,行政专员,武汉,新一线,8096,8600,1.062,否,低,中,3,JOB42257A4C4E
28915,女,哲学,博士,创业,政府机关,联合创始人,广州,一线,18703,26100,1.395,是,中,中,4,JOBDAB43C2169
28916,女,计算机,本科,自由职业,教育,独立开发者,广州,一线,13339,10800,0.81,否,低,中,2,JOBAF2270F291
28917,女,金融学,博士,自由职业,文化传媒,独立咨询顾问,西安,新一线,3850,3900,1.013,是,低,中,3,JOBC06052953C
28918,女,文学,本科,自由职业,教育,独立编辑,武汉,新一线,8955,7300,0.815,否,高,中,3,JOB089638A107
28919,女,化学,博士,出国,教育,海外研究助理,上海,一线,13088,13400,1.024,是,低,高,4,JOB23E5C1DC35
28920,女,化学,博士,公务员,政府,行政执法辅助岗,武汉,新一线,9806,10200,1.04,否,低,中,3,JOB3A9A4842B1
28921,男,哲学,硕士,出国,教育,海外研究助理,北京,一线,17071,13400,0.785,否,高,高,4,JOBF89CB17BCA
28922,男,生物学,硕士,公务员,政府机关,行政执法辅助岗,杭州,新一线,17029,19400,1.139,否,低,中,3,JOB7E405250E8
28923,女,土木工程,硕士,公务员,政府,公共事务助理,武汉,新一线,13918,14100,1.013,是,低,中,3,JOB176543CD4F
28924,男,土木工程,本科,公务员,政府机关,基层治理专员,北京,一线,8835,10900,1.234,是,低,中,4,JOB349ECEEE2D
28925,女,历史学,硕士,就业,政府机关,选调生,杭州,新一线,10572,14600,1.381,是,中,中,4,JOB4081F74D25
28926,男,计算机,本科,公务员,政府机关,基层治理专员,西安,新一线,12516,10600,0.847,是,低,中,3,JOB7A5FE7E9FF
28927,女,历史学,硕士,出国,教育,海外项目助理,西安,新一线,4688,3900,0.832,是,高,高,4,JOBFAD07BAB4C
28928,男,化学,硕士,公务员,政府机关,行政执法辅助岗,重庆,新一线,17640,16500,0.935,否,低,中,3,JOB86EE6051B3
28929,女,文学,博士,自由职业,文化传媒,内容创作者,杭州,新一线,18342,22300,1.216,是,中,中,4,JOB50683DC1BB
28930,男,金融学,本科,就业,银行,客户经理,上海,一线,11243,13800,1.227,否,中,中,4,JOB6BC0F582B9
28931,男,计算机,本科,公务员,政府机关,政策研究员,上海,一线,14301,15300,1.07,是,低,低,3,JOB1BFB2F2305
28932,男,化学,硕士,就业,科研,科研助理,深圳,一线,13070,18900,1.446,否,高,高,5,JOBD82BDC701B
28933,男,计算机,本科,就业,科研,科研助理,重庆,新一线,11788,12900,1.094,是,中,中,4,JOB8C67DBF975
28934,女,化学,本科,自由职业,科研,独立咨询顾问,深圳,一线,17898,21400,1.196,否,高,中,4,JOBB1AACBE576
28935,男,临床医学,本科,创业,科研,项目负责人,杭州,新一线,6003,6100,1.016,是,中,中,4,JOBD74AB7F577
28936,女,物理学,硕士,出国,科研,海外项目助理,重庆,新一线,8473,7300,0.862,否,高,高,4,JOB132CAF5040
28937,女,物理学,博士,自由职业,文化传媒,自由职业者,南京,新一线,17701,18500,1.045,是,低,中,3,JOBCF4684F842
28938,女,计算机,博士,就业,制造业,设备工程师,武汉,新一线,8544,10700,1.252,否,中,中,4,JOBE3FE54EBEE
28939,女,哲学,博士,自由职业,互联网,自由撰稿人,广州,一线,9440,16400,1.737,是,低,中,3,JOBE8C66A5760
28940,女,土木工程,硕士,出国,科研,海外项目助理,深圳,一线,18403,16200,0.88,否,低,高,3,JOB661CACED45
28941,男,生物学,硕士,就业,教育,课程顾问,杭州,新一线,3223,3600,1.117,否,中,中,4,JOB1505A04375
28942,男,历史学,博士,公务员,政府机关,行政专员,杭州,新一线,16354,25500,1.559,否,中,中,4,JOB7AC74134C0
28943,男,金融学,硕士,创业,银行,项目负责人,武汉,新一线,9649,11500,1.192,否,中,中,4,JOB8D355AEC07
28944,男,哲学,本科,公务员,政府机关,选调生,广州,一线,3857,4300,1.115,是,中,中,4,JOB5047EBDBFA
28945,男,计算机,博士,出国,制造业,海外研发助理,北京,一线,7085,7200,1.016,否,中,高,4,JOB8A79951A02
28946,女,物理学,本科,创业,制造业,工作室负责人,南京,新一线,9964,9600,0.963,是,中,中,4,JOB5FE8F28FEF
28947,女,金融学,本科,自由职业,文化传媒,项目制顾问,广州,一线,12995,12400,0.954,是,低,中,2,JOBF15F1A5951
28948,男,化学,博士,自由职业,科研,项目制顾问,武汉,新一线,19699,24600,1.249,否,高,高,5,JOB9804AAA420
28949,女,计算机,本科,自由职业,文化传媒,网站开发者,南京,新一线,7337,5700,0.777,否,低,中,2,JOBCF23BCA2E1
28950,女,文学,本科,公务员,政府,行政专员,深圳,一线,12803,14300,1.117,是,低,中,3,JOB42D43820D9
28951,男,土木工程,博士,就业,房地产,项目运营专员,杭州,新一线,6681,10800,1.617,是,中,中,4,JOB8A60355079
28952,男,物理学,硕士,自由职业,文化传媒,项目制顾问,武汉,新一线,8361,7600,0.909,是,低,中,3,JOB880249D052
28953,男,金融学,硕士,创业,银行,项目负责人,武汉,新一线,14984,16800,1.121,否,中,中,3,JOB8D355AEC07
28954,男,物理学,本科,创业,制造业,工作室负责人,南京,新一线,7214,6400,0.887,否,中,中,3,JOB5FE8F28FEF
28955,女,哲学,博士,自由职业,文化传媒,自由撰稿人,上海,一线,9766,12300,1.259,否,中,中,4,JOB44002A047F
28956,男,计算机,本科,公务员,政府机关,行政专员,西安,新一线,8379,7500,0.895,是,低,中,2,JOBF5C18E399A
28957,男,生物学,本科,公务员,政府机关,政策研究员,杭州,新一线,17955,17400,0.969,是,低,低,2,JOBF50C331F2A
28958,女,土木工程,本科,出国,建筑,海外项目助理,成都,新一线,6890,5400,0.784,否,高,中,3,JOBEB0AC0F099
28959,女,土木工程,硕士,公务员,政府,行政执法辅助岗,重庆,新一线,11476,11200,0.976,否,低,中,3,JOBF8B8F63EEF
28960,男,土木工程,硕士,自由职业,教育,自由职业者,成都,新一线,18802,16700,0.888,否,低,中,2,JOBA2ECC39D51
28961,女,历史学,博士,自由职业,教育,自由撰稿人,北京,一线,16666,23700,1.422,是,高,高,4,JOB51BD21071D
28962,男,土木工程,博士,出国,科研,海外项目助理,上海,一线,12522,13000,1.038,否,低,高,3,JOB606979150B
28963,女,生物学,本科,公务员,政府机关,事业单位职员,杭州,新一线,18547,18100,0.976,否,低,中,3,JOBDF5E110FAD
28964,女,临床医学,博士,自由职业,医疗,项目制顾问,北京,一线,8395,14900,1.775,否,高,高,5,JOBC2E155FC9B
28965,女,物理学,本科,就业,互联网,运营专员,上海,一线,13657,18700,1.369,否,低,中,3,JOBDC306A340F
28966,女,历史学,本科,出国,科研,海外研究助理,杭州,新一线,7462,5300,0.71,否,低,中,2,JOBD0E37C9313
28967,女,土木工程,博士,出国,建筑,海外研究生,武汉,新一线,16146,16200,1.003,是,高,高,4,JOBD1E9B46668
28968,男,临床医学,本科,就业,政府,基层治理专员,深圳,一线,9197,9900,1.076,是,低,中,3,JOBA45C32CB3B
28969,女,金融学,博士,就业,政府,政策研究员,深圳,一线,9785,15600,1.594,是,低,高,4,JOB0C91BE0DB3
28970,男,土木工程,本科,就业,建筑,造价工程师,成都,新一线,18750,23900,1.275,是,高,中,5,JOBE18DB66D38
28971,男,历史学,硕士,出国,科研,海外研究生,南京,新一线,3245,2500,0.77,否,低,高,2,JOBF3D76E089A
28972,女,金融学,本科,公务员,政府机关,政策研究员,成都,新一线,13756,9900,0.72,否,低,低,2,JOB5E50BF9F47
28973,男,金融学,博士,就业,金融,投资顾问,北京,一线,3283,7300,2.224,是,高,中,5,JOBD0CCE4738D
28974,男,计算机,博士,就业,互联网,产品经理,北京,一线,4054,8800,2.171,是,高,中,5,JOB562925B1F3
28975,女,文学,本科,自由职业,文化传媒,课程创作者,上海,一线,18930,18500,0.977,否,中,中,3,JOBF9EAC2341A
28976,男,计算机,本科,出国,制造业,海外软件工程师,上海,一线,16097,12800,0.795,否,中,中,2,JOB22C38259DB
28977,男,历史学,本科,就业,科研,数据研究助理,西安,新一线,17370,15000,0.864,否,低,中,3,JOBD63BFEE373
28978,女,计算机,硕士,出国,互联网,海外研发助理,南京,新一线,3645,4700,1.289,是,高,高,5,JOB3D60233BF4
28979,男,金融学,本科,出国,金融,海外管培生,杭州,新一线,14853,16000,1.077,是,高,中,5,JOB110EDD7701
28980,男,哲学,博士,就业,文化传媒,新媒体运营,深圳,一线,15771,20300,1.287,否,中,中,4,JOBC5091AF8E5
28981,女,计算机,博士,自由职业,教育,网站开发者,武汉,新一线,11625,10500,0.903,否,低,高,3,JOBED2C4A1D24
28982,女,哲学,博士,公务员,政府机关,事业单位职员,成都,新一线,15142,18900,1.248,是,中,中,4,JOBEFAF117C4A
28983,男,物理学,博士,创业,制造业,创业者,上海,一线,13820,18200,1.317,否,中,中,4,JOB8E84D0F947
28984,男,土木工程,本科,公务员,政府机关,行政专员,广州,一线,18780,18600,0.99,否,低,中,3,JOBF83831154F
28985,女,金融学,博士,出国,金融,海外管培生,西安,新一线,11151,13400,1.202,否,高,高,5,JOBA0AA0C9281
28986,男,物理学,硕士,出国,科研,海外研究生,杭州,新一线,14646,14200,0.97,否,高,高,4,JOB026F9F2449
28987,女,计算机,本科,创业,文化传媒,创业者,杭州,新一线,7114,5800,0.815,是,低,中,3,JOB8A834E602E
28988,女,历史学,硕士,自由职业,文化传媒,独立编辑,杭州,新一线,19518,19100,0.979,否,中,中,3,JOBCF5121A0A6
28989,男,土木工程,本科,自由职业,文化传媒,内容创作者,成都,新一线,18075,12900,0.714,否,低,中,1,JOB105610F84F
28990,男,文学,本科,公务员,政府机关,基层治理专员,南京,新一线,5021,4500,0.896,否,低,中,2,JOB8EBBC76116
28991,男,文学,硕士,创业,文化传媒,创业者,重庆,新一线,18484,13800,0.747,否,中,中,3,JOBB4C3718796
28992,男,历史学,本科,创业,互联网,产品创业者,南京,新一线,14113,14400,1.02,否,低,中,3,JOB499407F660
28993,女,哲学,硕士,公务员,政府机关,政策研究员,成都,新一线,4257,4300,1.01,是,中,中,4,JOB5E50BF9F47
28994,女,土木工程,本科,自由职业,教育,独立咨询顾问,重庆,新一线,8414,5900,0.701,否,低,中,1,JOB3BB12F4610
28995,女,金融学,本科,公务员,政府机关,公共事务助理,杭州,新一线,19569,18700,0.956,否,低,中,3,JOBCBFE85EB6E
28996,女,文学,博士,自由职业,互联网,课程创作者,上海,一线,14374,27600,1.92,是,中,中,4,JOB63CF8B2C48
28997,男,物理学,博士,就业,科研,研究员,武汉,新一线,9259,15900,1.717,是,高,高,5,JOB0D167CFCC8
28998,男,金融学,本科,出国,金融,海外管培生,南京,新一线,15340,17100,1.115,是,高,中,5,JOB62A0B5FF7B
28999,男,哲学,本科,出国,教育,海外研究助理,南京,新一线,18791,14700,0.782,是,高,中,3,JOBCCAD5E0228
29000,男,文学,硕士,就业,教育,辅导员,北京,一线,11131,16400,1.473,是,高,中,5,JOBD77220A84B
29001,男,土木工程,博士,公务员,政府,选调生,深圳,一线,11824,17200,1.455,是,低,中,4,JOB6E8A19B82F
29002,女,化学,本科,出国,科研,海外研究助理,重庆,新一线,8839,7200,0.815,是,高,中,4,JOB51A144863B
29003,女,历史学,本科,自由职业,文化传媒,课程创作者,广州,一线,12398,11700,0.944,是,中,中,3,JOBD077A12C87
29004,女,土木工程,本科,公务员,政府机关,公共事务助理,广州,一线,16216,15000,0.925,是,低,中,3,JOB14F29B117D
29005,女,土木工程,博士,公务员,政府,行政专员,武汉,新一线,6323,6700,1.06,否,低,中,3,JOB42257A4C4E
29006,女,生物学,硕士,自由职业,文化传媒,项目制顾问,南京,新一线,14198,13200,0.93,是,低,中,3,JOBD406907278
29007,男,金融学,博士,自由职业,金融,项目制顾问,成都,新一线,3059,5200,1.7,是,高,中,5,JOB1E5594103C
29008,女,生物学,博士,公务员,政府,基层治理专员,成都,新一线,16594,19900,1.199,是,低,中,3,JOB9DD44E4917
29009,女,金融学,博士,自由职业,文化传媒,项目制顾问,上海,一线,12643,14700,1.163,否,低,中,4,JOBAFD96A4859
29010,女,历史学,本科,出国,教育,海外项目助理,成都,新一线,17218,12300,0.714,是,高,中,3,JOBAE1465B6ED
29011,男,物理学,博士,公务员,政府机关,公共事务助理,杭州,新一线,13871,19500,1.406,是,低,中,3,JOBCBFE85EB6E
29012,女,哲学,博士,出国,科研,海外研究助理,深圳,一线,16027,17800,1.111,是,低,高,3,JOBE6843D199B
29013,男,土木工程,博士,公务员,政府机关,行政执法辅助岗,成都,新一线,8707,9500,1.091,否,低,中,3,JOBA728A6BBE9
29014,男,计算机,硕士,公务员,政府机关,政策研究员,重庆,新一线,12651,11900,0.941,是,低,中,3,JOB8B2681B7DC
29015,男,化学,硕士,就业,制造业,生产管理专员,西安,新一线,10272,10800,1.051,否,中,中,3,JOBE224BCF007
29016,女,生物学,硕士,就业,教育,课程顾问,杭州,新一线,11327,14000,1.236,是,中,中,4,JOB1505A04375
29017,女,临床医学,本科,创业,互联网,创业者,深圳,一线,15427,19000,1.232,是,低,中,4,JOBAB38567516
29018,女,生物学,硕士,创业,科研,产品创业者,重庆,新一线,3914,4600,1.175,否,高,高,5,JOB0A98FB2D65
29019,女,金融学,硕士,创业,金融,工作室负责人,上海,一线,3601,6700,1.861,是,高,高,5,JOB4AFC9ABDD7
29020,女,临床医学,博士,创业,互联网,联合创始人,北京,一线,14715,22600,1.536,否,低,中,3,JOB405430CD77
29021,女,化学,博士,公务员,政府机关,政策研究员,南京,新一线,19773,25000,1.264,是,低,高,4,JOBAD240C4197
29022,男,生物学,博士,就业,教育,教师,北京,一线,5723,8900,1.555,否,中,高,4,JOB09148CD016
29023,男,化学,博士,出国,科研,海外研究生,北京,一线,19558,24800,1.268,是,高,高,5,JOB59DFA94B77
29024,男,生物学,博士,就业,科研,研究员,西安,新一线,5056,7000,1.384,是,高,高,5,JOB79048A3A88
29025,女,土木工程,本科,自由职业,教育,独立咨询顾问,北京,一线,10596,10100,0.953,是,低,中,3,JOB5DBA7627C0
29026,男,历史学,本科,自由职业,教育,独立编辑,广州,一线,4151,3900,0.94,否,高,中,3,JOB6367AC5447
29027,男,生物学,本科,自由职业,教育,独立咨询顾问,上海,一线,3663,3800,1.037,是,中,中,4,JOB326DB508DD
29028,女,金融学,本科,出国,金融,海外研究生,重庆,新一线,16257,13700,0.843,否,高,中,3,JOBBFFD437920
29029,男,文学,博士,公务员,政府机关,基层治理专员,西安,新一线,5186,5500,1.061,是,低,中,3,JOB7A5FE7E9FF
29030,女,临床医学,本科,公务员,政府机关,公务员,北京,一线,5546,5800,1.046,否,低,中,3,JOB011D0AC4FF
29031,女,土木工程,硕士,就业,政府,行政专员,武汉,新一线,18334,19200,1.047,否,低,中,3,JOB42257A4C4E
29032,女,化学,博士,创业,科研,项目负责人,重庆,新一线,5279,6300,1.193,是,高,高,5,JOB43023823B8
29033,女,临床医学,本科,就业,科研,科研助理,南京,新一线,12624,12900,1.022,否,中,中,4,JOBB01DC8C71D
29034,男,哲学,硕士,创业,教育,产品创业者,杭州,新一线,16703,19200,1.149,否,高,中,4,JOBB91A733D76
29035,男,临床医学,硕士,出国,科研,海外项目助理,重庆,新一线,13297,11100,0.835,否,中,高,3,JOB132CAF5040
29036,女,临床医学,硕士,出国,科研,海外研究生,西安,新一线,4896,3900,0.797,否,中,高,3,JOB95A79C3D95
29037,女,金融学,硕士,创业,互联网,创业者,武汉,新一线,16159,21700,1.343,是,中,高,5,JOB13B5FA30FA
